Temp;25;Fri Jan 20 2017 20:00:22 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:22 GMT+0100 (CET);
Light;209;Fri Jan 20 2017 20:00:23 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:23 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:23 GMT+0100 (CET);
Light;129;Fri Jan 20 2017 20:00:24 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:24 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:24 GMT+0100 (CET);
Light;228;Fri Jan 20 2017 20:00:25 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:25 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:25 GMT+0100 (CET);
Light;95;Fri Jan 20 2017 20:00:26 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:26 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:26 GMT+0100 (CET);
Light;221;Fri Jan 20 2017 20:00:27 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:27 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:27 GMT+0100 (CET);
Light;91;Fri Jan 20 2017 20:00:28 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:28 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:28 GMT+0100 (CET);
Light;209;Fri Jan 20 2017 20:00:29 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:29 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:29 GMT+0100 (CET);
Light;102;Fri Jan 20 2017 20:00:30 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:30 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:30 GMT+0100 (CET);
Light;202;Fri Jan 20 2017 20:00:31 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:31 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:31 GMT+0100 (CET);
Light;129;Fri Jan 20 2017 20:00:32 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:32 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:32 GMT+0100 (CET);
Light;205;Fri Jan 20 2017 20:00:33 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:33 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:33 GMT+0100 (CET);
Light;160;Fri Jan 20 2017 20:00:34 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:34 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:34 GMT+0100 (CET);
Light;186;Fri Jan 20 2017 20:00:35 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:35 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:35 GMT+0100 (CET);
Light;179;Fri Jan 20 2017 20:00:36 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:36 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:36 GMT+0100 (CET);
Light;167;Fri Jan 20 2017 20:00:37 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:37 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:37 GMT+0100 (CET);
Light;190;Fri Jan 20 2017 20:00:38 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:38 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:38 GMT+0100 (CET);
Light;148;Fri Jan 20 2017 20:00:39 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:39 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:39 GMT+0100 (CET);
Light;205;Fri Jan 20 2017 20:00:40 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:40 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:40 GMT+0100 (CET);
Light;129;Fri Jan 20 2017 20:00:41 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:41 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:41 GMT+0100 (CET);
Light;213;Fri Jan 20 2017 20:00:42 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:42 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:42 GMT+0100 (CET);
Light;102;Fri Jan 20 2017 20:00:43 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:43 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:43 GMT+0100 (CET);
Light;213;Fri Jan 20 2017 20:00:44 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:44 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:44 GMT+0100 (CET);
